api_number,depth_top,depth_bot,thickness,porosity
42-355-33494,411.48,2377.44,1965.96,0.15
42-355-33629,1158.24,2186.94,1028.7,0.15
42-355-33686,1322.2224,2235.708,913.4856,0.15
42-355-33688,1408.176,2464.308,1056.132,0.15
42-355-33694,1996.44,4608.576,2612.136,0.15
42-355-33730,2186.0256,2612.136,426.1104,0.15
42-355-33784,2240.28,2377.44,137.16,0.15
42-355-33794,1328.928,2240.28,911.352,0.15
42-355-33801,2103.12,2468.88,365.76,0.15
42-355-33802,2083.0032,2570.0736,487.0704,0.15
42-355-33818,1328.928,2240.28,911.352,0.15
42-355-33869,1591.056,2194.56,603.504,0.15
42-355-33919,1219.2,1783.08,563.88,0.15
42-355-33946,1584.96,2200.0464,615.0864,0.15
42-355-33998,2048.256,4511.6496,2463.3936,0.15
42-355-34098,1203.96,2423.16,1219.2,0.15
42-355-34107,1082.04,1799.5392,717.4992,0.15
42-355-34108,2081.784,2249.424,167.64,0.15
42-355-34119,1219.2,2499.36,1280.16,0.15
42-355-34139,1395.984,1752.6,356.616,0.15
42-355-34154,1230.7824,2230.5264,999.744,0.15
42-355-34159,1524,2298.192,774.192,0.15
42-355-34162,1395.984,1752.6,356.616,0.15
42-355-34179,1295.4,2224.4304,929.0304,0.15
42-355-34184,1725.7776,2485.0344,759.2568,0.15
42-355-34194,1392.936,2330.196,937.26,0.15
42-355-34195,1418.844,2453.64,1034.796,0.15
42-355-34198,1386.84,2313.432,926.592,0.15
42-355-34199,1408.176,2453.0304,1044.8544,0.15
42-361-30508,1742.8464,2575.56,832.7136,0.15
42-361-30562,1817.2176,2724.912,907.6944,0.15
42-361-30577,1819.656,2726.1312,906.4752,0.15
42-361-30584,1801.368,2728.8744,927.5064,0.15
42-361-30600,1920.24,2727.96,807.72,0.15
42-361-30609,1920.24,2727.96,807.72,0.15
42-361-30617,1920.24,2727.96,807.72,0.15
42-361-30618,1920.24,2727.96,807.72,0.15
42-361-30621,1920.24,2727.96,807.72,0.15
42-361-30622,1874.52,2727.96,853.44,0.15
42-361-30623,1946.148,2743.2,797.052,0.15
42-361-30624,1920.24,2727.96,807.72,0.15
42-361-30628,1920.24,2727.96,807.72,0.15
42-361-30629,1920.24,2727.96,807.72,0.15
42-361-30634,1920.24,2727.96,807.72,0.15
42-361-30642,1920.24,2727.96,807.72,0.15
42-361-30645,1852.5744,2639.568,786.9936,0.15
42-361-30652,1815.084,2770.632,955.548,0.15
42-361-30655,1870.8624,2734.6656,863.8032,0.15
42-361-30707,1944.624,2891.028,946.404,0.15
42-361-30824,2010.156,2766.06,755.904,0.15
42-361-30831,1650.7968,2660.904,1010.1072,0.15
42-361-30892,1969.008,2775.8136,806.8056,0.15
42-361-30912,1755.0384,2452.4208,697.3824,0.15
42-373-30653,1013.46,1228.344,214.884,0.15
42-373-31182,1392.936,1853.184,460.248,0.15
42-373-31228,653.1864,1194.816,541.6296,0.15
42-373-31245,960.12,1085.088,124.968,0.15
42-373-31261,624.84,1164.336,539.496,0.15
42-373-31274,960.12,1088.136,128.016,0.15
42-373-31275,960.12,1085.088,124.968,0.15
42-373-31281,909.828,1283.208,373.38,0.15
42-373-31287,624.84,1231.392,606.552,0.15
42-373-31288,624.84,1260.9576,636.1176,0.15
42-373-31289,624.84,1247.5464,622.7064,0.15
42-373-31290,624.84,1297.2288,672.3888,0.15
42-373-31291,624.84,1277.7216,652.8816,0.15
42-373-31292,624.84,1279.5504,654.7104,0.15
42-373-31294,624.84,1290.5232,665.6832,0.15
42-373-31295,624.84,1164.336,539.496,0.15
42-373-31296,624.84,1164.336,539.496,0.15
42-373-31301,624.84,1234.7448,609.9048,0.15
42-373-31303,624.84,1233.8304,608.9904,0.15
42-373-31304,624.84,1290.828,665.988,0.15
42-373-31305,624.84,1164.336,539.496,0.15
42-373-31306,624.84,1164.336,539.496,0.15
42-373-31308,914.4,1288.6944,374.2944,0.15
42-373-31309,531.876,609.6,77.724,0.15
42-373-31310,537.972,621.792,83.82,0.15
42-373-31312,502.92,655.32,152.4,0.15
42-373-31314,438.912,496.824,57.912,0.15
42-373-31323,624.84,1277.112,652.272,0.15
42-373-31325,628.1928,1176.528,548.3352,0.15
42-373-31329,624.84,1183.5384,558.6984,0.15
42-373-31331,731.52,1188.72,457.2,0.15
42-373-31347,1155.192,1173.48,18.288,0.15
42-373-31348,856.7928,1002.792,145.9992,0.15
42-391-00943,1063.752,2130.552,1066.8,0.15
42-391-02185,1097.28,2133.6,1036.32,0.15
42-391-03572,1371.6,2468.88,1097.28,0.15
42-391-03819,1889.76,1950.72,60.96,0.15
42-391-30326,1722.12,1722.12,0,0.15
42-391-31436,1371.6,2468.88,1097.28,0.15
42-391-31655,1371.6,2590.8,1219.2,0.15
42-391-31700,1371.6,2590.8,1219.2,0.15
42-391-31751,1371.6,2590.8,1219.2,0.15
42-391-31919,1920.24,2636.52,716.28,0.15
42-391-32213,1019.556,1798.32,778.764,0.15
42-391-32232,1069.848,1880.616,810.768,0.15
42-391-32234,1027.176,1819.656,792.48,0.15
42-391-32238,690.372,1738.884,1048.512,0.15
42-391-32242,1021.08,1798.32,777.24,0.15
42-391-32245,1030.224,1822.704,792.48,0.15
42-391-32247,998.22,1738.884,740.664,0.15
42-391-32255,1127.76,2514.6,1386.84,0.15
42-391-32260,708.66,1796.796,1088.136,0.15
42-391-32266,1001.268,1746.504,745.236,0.15
42-391-32269,969.264,2164.08,1194.816,0.15
42-391-32288,1234.44,2013.204,778.764,0.15
42-391-32291,1818.132,2545.08,726.948,0.15
42-391-32304,1054.608,1816.608,762,0.15
42-391-32306,1356.36,2124.456,768.096,0.15
42-391-32315,1325.88,2180.844,854.964,0.15
42-391-32323,1057.656,1748.028,690.372,0.15
42-391-32324,1239.012,2136.648,897.636,0.15
42-391-32327,1339.596,2121.408,781.812,0.15
42-391-32348,1348.74,2170.176,821.436,0.15
42-391-32356,1818.132,2545.08,726.948,0.15
42-391-32357,1080.516,1825.752,745.236,0.15
42-391-32358,1028.7,1799.844,771.144,0.15
42-391-32359,1192.3776,2100.072,907.6944,0.15
42-391-32360,1071.372,1860.804,789.432,0.15
42-391-32365,1046.988,1854.708,807.72,0.15
42-391-32366,1074.42,1860.804,786.384,0.15
42-391-32367,1342.644,1914.144,571.5,0.15
42-391-32378,1080.516,1828.8,748.284,0.15
42-391-32379,1367.028,2151.888,784.86,0.15
42-391-32382,1338.072,2109.216,771.144,0.15
42-391-32385,1071.372,1866.9,795.528,0.15
42-391-32393,1432.56,1859.28,426.72,0.15
42-391-32396,1072.896,1874.52,801.624,0.15
42-391-32414,1030.224,1802.892,772.668,0.15
42-391-32424,1085.088,1859.28,774.192,0.15
42-391-32439,1057.656,1787.652,729.996,0.15
42-391-32449,1053.084,1810.512,757.428,0.15
42-391-32490,1901.952,2538.984,637.032,0.15
42-391-32674,1499.616,1804.416,304.8,0.15
42-391-32747,1240.536,1801.368,560.832,0.15
42-391-32754,1232.0016,1920.24,688.2384,0.15
42-391-32773,1405.128,1815.084,409.956,0.15
42-391-32802,1258.824,1978.152,719.328,0.15
42-391-32857,1316.736,1783.08,466.344,0.15
42-391-32862,1143,1909.572,766.572,0.15
42-391-32881,1216.152,2529.84,1313.688,0.15
42-391-32885,1514.856,1801.368,286.512,0.15
42-391-32886,1295.4,2523.744,1228.344,0.15
42-391-32967,1377.696,1819.656,441.96,0.15
42-391-32996,2529.84,2545.08,15.24,0.15
42-391-33006,1341.12,2514.6,1173.48,0.15
42-407-30522,807.72,777.24,-30.48,0.15
42-407-30611,807.72,777.24,-30.48,0.15
42-407-30714,807.72,777.24,-30.48,0.15
42-407-30725,1073.5056,1165.2504,91.7448,0.15
42-407-30732,950.976,950.976,0,0.15
42-407-30742,274.32,548.64,274.32,0.15
42-407-30749,871.728,1079.6016,207.8736,0.15
42-409-00385,609.6,762,152.4,0.15
42-409-01683,1455.42,2641.092,1185.672,0.15
42-409-01684,2209.1904,2441.448,232.2576,0.15
42-409-20094,902.208,1493.52,591.312,0.15
42-409-31333,1749.552,579.12,-1170.432,0.15
42-409-31733,1097.28,1743.456,646.176,0.15
42-409-31753,1371.6,1889.76,518.16,0.15
42-409-31793,481.584,1402.08,920.496,0.15
42-409-31822,895.5024,1321.0032,425.5008,0.15
42-409-31828,1800.1488,2308.86,508.7112,0.15
42-409-31829,1100.328,1741.932,641.604,0.15
42-409-31897,1097.28,1743.456,646.176,0.15
42-409-31901,1781.2512,2772.7656,991.5144,0.15
42-409-31919,826.008,1447.8,621.792,0.15
42-409-31932,1049.1216,1758.696,709.5744,0.15
42-409-31933,1002.792,1769.364,766.572,0.15
42-409-31942,1034.796,1719.072,684.276,0.15
42-409-31968,1691.64,1691.64,0,0.15
42-409-31983,1694.688,1694.688,0,0.15
42-409-31987,1191.768,1819.656,627.888,0.15
42-409-32015,1249.68,1828.8,579.12,0.15
42-409-32018,1097.28,1743.456,646.176,0.15
42-409-32021,2530.4496,2628.9,98.4504,0.15
42-409-32076,1341.12,2133.6,792.48,0.15
42-409-32103,2173.224,2173.224,0,0.15
42-409-32217,1463.04,2377.44,914.4,0.15
42-409-32252,2072.64,2371.344,298.704,0.15
42-409-32282,1432.56,2356.104,923.544,0.15
42-409-32303,1249.68,1956.816,707.136,0.15
42-409-32322,940.308,1261.5672,321.2592,0.15
42-409-32329,1990.344,1990.344,0,0.15
42-409-32342,1432.56,2356.104,923.544,0.15
42-409-32349,2192.7312,2192.7312,0,0.15
42-409-32378,2005.584,2005.584,0,0.15
42-409-32441,1444.752,2377.44,932.688,0.15
42-409-32481,1539.8496,1662.0744,122.2248,0.15
42-409-32503,2618.232,3749.04,1130.808,0.15
42-409-32508,1091.184,1725.168,633.984,0.15
42-409-32606,931.164,1437.132,505.968,0.15
42-409-32629,1569.72,2499.36,929.64,0.15
42-409-32719,853.44,1274.064,420.624,0.15
42-409-32763,1033.8816,2533.4976,1499.616,0.15
42-409-32772,1568.196,3172.3584,1604.1624,0.15
42-409-32809,381,1463.04,1082.04,0.15
42-409-32835,1509.3696,2467.356,957.9864,0.15
42-409-32845,1859.28,2529.84,670.56,0.15
42-409-32901,2159.508,2654.1984,494.6904,0.15
42-409-32908,1645.92,1935.48,289.56,0.15
42-409-32913,1371.6,1944.0144,572.4144,0.15
42-409-32918,853.44,1271.016,417.576,0.15
42-409-32930,3962.4,3200.4,-762,0.15
42-409-32958,1143,1639.824,496.824,0.15
42-409-33009,381,1463.04,1082.04,0.15
42-409-33016,1069.5432,1069.5432,0,0.15
42-409-33028,3962.4,3200.4,-762,0.15
42-409-33031,1216.152,1706.88,490.728,0.15
42-409-33034,1204.5696,1766.316,561.7464,0.15
42-409-33035,3962.4,3200.4,-762,0.15
42-409-33039,3962.4,3200.4,-762,0.15
42-409-33041,3962.4,3200.4,-762,0.15
42-409-33046,3550.92,3078.48,-472.44,0.15
42-409-33048,1341.12,1859.28,518.16,0.15
42-409-33050,3962.4,3184.8552,-777.5448,0.15
42-409-33056,380.6952,1462.7352,1082.04,0.15
42-409-33057,381,1313.9928,932.9928,0.15
42-409-33089,1325.88,1676.4,350.52,0.15
42-409-33090,826.008,1575.2064,749.1984,0.15
42-409-33091,833.3232,1592.8848,759.5616,0.15
42-409-33104,1328.928,2148.84,819.912,0.15
42-409-33116,1086.0024,2470.7088,1384.7064,0.15
42-409-33122,1328.928,2148.84,819.912,0.15
42-409-33126,1487.424,2545.08,1057.656,0.15
42-409-33131,1185.0624,1855.0128,669.9504,0.15
42-409-81546,938.784,1408.176,469.392,0.15
42-427-00303,633.984,2072.64,1438.656,0.15
42-427-00305,1158.24,2087.88,929.64,0.15
42-427-00307,710.184,2084.832,1374.648,0.15
42-427-00407,731.52,2072.64,1341.12,0.15
42-427-00430,1219.2,2103.12,883.92,0.15
42-427-00431,1219.2,2103.12,883.92,0.15
42-427-00765,1524,2026.92,502.92,0.15
42-427-00860,1606.296,2289.048,682.752,0.15
42-427-01035,792.48,1968.3984,1175.9184,0.15
42-427-01254,1158.24,1456.944,298.704,0.15
42-427-01299,1981.2,2072.64,91.44,0.15
42-427-01301,624.2304,1815.084,1190.8536,0.15
42-427-01311,609.6,1536.192,926.592,0.15
42-427-01321,1371.6,1828.8,457.2,0.15
42-427-01595,1187.8056,1702.0032,514.1976,0.15
42-427-01615,1167.384,1685.544,518.16,0.15
42-427-03545,1240.536,1683.7152,443.1792,0.15
42-427-03582,1066.1904,1556.004,489.8136,0.15
42-427-03737,1032.3576,1615.44,583.0824,0.15
42-427-03793,1318.8696,1480.7184,161.8488,0.15
42-427-04514,1742.8464,2078.736,335.8896,0.15
42-427-04620,1556.6136,1646.5296,89.916,0.15
42-427-04715,1002.792,2179.32,1176.528,0.15
42-427-04881,1223.772,1586.484,362.712,0.15
42-427-05010,1219.2,2103.12,883.92,0.15
42-427-05012,1158.24,2179.32,1021.08,0.15
42-427-30318,1158.24,1645.92,487.68,0.15
42-427-30319,1330.452,1889.76,559.308,0.15
42-427-30396,1242.6696,1386.84,144.1704,0.15
42-427-30737,1630.9848,1953.1584,322.1736,0.15
42-427-30787,1280.16,2133.6,853.44,0.15
42-427-30853,1941.576,1941.576,0,0.15
42-427-30856,1045.464,1661.16,615.696,0.15
42-427-30889,1395.984,1395.984,0,0.15
42-427-31213,365.76,213.36,-152.4,0.15
42-427-31219,1045.464,1661.16,615.696,0.15
42-427-31241,738.5304,1348.1304,609.6,0.15
42-427-31274,1249.68,2054.352,804.672,0.15
42-427-31343,1057.656,1246.3272,188.6712,0.15
42-427-31380,409.0416,1920.24,1511.1984,0.15
42-427-31500,1586.484,2129.6376,543.1536,0.15
42-427-31568,1028.7,1531.0104,502.3104,0.15
42-427-31571,1181.1,1644.396,463.296,0.15
42-427-31582,609.6,1432.56,822.96,0.15
42-427-31627,1078.992,1613.916,534.924,0.15
42-427-31644,976.884,1806.8544,829.9704,0.15
42-427-31773,419.7096,1905,1485.2904,0.15
42-427-31825,1158.24,2072.64,914.4,0.15
42-427-31861,664.464,1636.776,972.312,0.15
42-427-31864,1141.476,1790.7,649.224,0.15
42-427-31865,1219.2,1645.92,426.72,0.15
42-427-31875,1219.2,1524,304.8,0.15
42-427-31876,1143,1359.408,216.408,0.15
42-427-31889,664.464,1627.632,963.168,0.15
42-427-31905,1338.072,1752.6,414.528,0.15
42-427-31912,1405.128,1616.964,211.836,0.15
42-427-31931,1257.3,1458.1632,200.8632,0.15
42-427-31932,1243.584,1434.9984,191.4144,0.15
42-427-31941,1100.328,1542.288,441.96,0.15
42-427-31944,658.368,1560.576,902.208,0.15
42-427-31945,670.56,1581.912,911.352,0.15
42-427-31946,1833.372,2124.456,291.084,0.15
42-427-31956,1310.64,2133.6,822.96,0.15
42-427-31982,1034.4912,1150.62,116.1288,0.15
42-427-31991,673.608,1600.2,926.592,0.15
42-427-32006,1363.6752,2050.6944,687.0192,0.15
42-427-32010,1271.016,2385.6696,1114.6536,0.15
42-427-32042,1393.8504,1576.7304,182.88,0.15
42-427-32068,670.56,1508.76,838.2,0.15
42-427-32073,1249.68,1569.72,320.04,0.15
42-427-32074,1188.72,1539.24,350.52,0.15
42-427-32099,1828.8,1919.6304,90.8304,0.15
42-427-32103,1438.656,2005.584,566.928,0.15
42-427-32133,1478.28,1478.28,0,0.15
42-427-32137,1152.144,1522.476,370.332,0.15
42-427-32140,1188.72,1542.288,353.568,0.15
42-427-32146,1260.348,1461.516,201.168,0.15
42-427-32160,1544.7264,1949.196,404.4696,0.15
42-427-32165,1418.844,1877.568,458.724,0.15
42-427-32179,1460.6016,1937.3088,476.7072,0.15
42-427-32198,1237.488,2234.184,996.696,0.15
42-427-32216,1089.66,1679.7528,590.0928,0.15
42-427-32227,1319.784,1892.808,573.024,0.15
42-427-32252,896.112,1483.1568,587.0448,0.15
42-427-32257,1219.2,1935.48,716.28,0.15
42-427-32262,1555.6992,1955.292,399.5928,0.15
42-427-32265,746.76,1432.56,685.8,0.15
42-427-32269,661.416,1467.612,806.196,0.15
42-427-32272,201.168,1517.904,1316.736,0.15
42-427-32280,870.8136,1524.3048,653.4912,0.15
42-427-32282,885.444,1508.76,623.316,0.15
42-427-32292,1112.52,1767.84,655.32,0.15
42-427-32294,1222.248,1959.864,737.616,0.15
42-427-32295,1167.384,1801.368,633.984,0.15
42-427-32311,870.5088,1486.8144,616.3056,0.15
42-427-32331,917.1432,1399.9464,482.8032,0.15
42-427-32341,1143,1554.48,411.48,0.15
42-427-32346,1369.7712,2011.68,641.9088,0.15
42-427-32354,1115.568,1642.872,527.304,0.15
42-427-32357,1109.472,1606.296,496.824,0.15
42-427-32360,1188.72,1524,335.28,0.15
42-427-32363,1133.856,1661.16,527.304,0.15
42-427-32365,1165.2504,1395.984,230.7336,0.15
42-427-32371,1094.232,1609.344,515.112,0.15
42-427-32378,1194.816,1673.352,478.536,0.15
42-427-32382,1139.952,1668.78,528.828,0.15
42-427-32384,1289.304,1740.408,451.104,0.15
42-427-32385,1255.776,1645.92,390.144,0.15
42-427-32391,1124.712,1688.592,563.88,0.15
42-427-32395,1103.376,1629.156,525.78,0.15
42-427-32398,1234.44,1859.28,624.84,0.15
42-427-32399,1232.6112,1676.4,443.7888,0.15
42-427-32405,1158.24,1521.5616,363.3216,0.15
42-427-32411,1157.3256,1764.792,607.4664,0.15
42-427-32412,1295.4,1737.36,441.96,0.15
42-427-32413,1281.684,1747.1136,465.4296,0.15
42-427-32420,1137.5136,1112.2152,-25.2984,0.15
42-427-32422,1100.328,1417.32,316.992,0.15
42-427-32424,1097.28,1680.972,583.692,0.15
42-427-32430,1149.096,1592.58,443.484,0.15
42-427-32432,1313.688,1548.384,234.696,0.15
42-427-32433,1234.44,1466.3928,231.9528,0.15
42-427-32437,1310.64,1874.52,563.88,0.15
42-427-32446,1139.952,1627.9368,487.9848,0.15
42-427-32448,1278.636,1786.128,507.492,0.15
42-427-32457,1150.62,1505.712,355.092,0.15
42-427-32458,1143,1554.48,411.48,0.15
42-427-32465,1295.4,1719.6816,424.2816,0.15
42-427-32468,1358.1888,1527.048,168.8592,0.15
42-427-32475,1136.904,1630.68,493.776,0.15
42-427-32479,1097.28,1676.4,579.12,0.15
42-427-32484,979.932,1645.92,665.988,0.15
42-427-32486,1103.376,1621.536,518.16,0.15
42-427-32490,1126.236,1664.5128,538.2768,0.15
42-427-32491,1234.44,1621.536,387.096,0.15
42-427-32495,1278.636,1786.128,507.492,0.15
42-427-32500,1304.544,1714.5,409.956,0.15
42-427-32506,1074.42,1600.2,525.78,0.15
42-427-32510,1155.192,1722.12,566.928,0.15
42-427-32519,1114.044,1408.176,294.132,0.15
42-427-32523,1064.3616,1623.3648,559.0032,0.15
42-427-32525,640.08,1463.04,822.96,0.15
42-427-32527,1121.3592,1424.6352,303.276,0.15
42-427-32528,1106.424,1405.7376,299.3136,0.15
42-427-32529,1054.608,1280.16,225.552,0.15
42-427-32533,1411.224,1766.316,355.092,0.15
42-427-32543,1249.68,1889.76,640.08,0.15
42-427-32549,1121.3592,1424.6352,303.276,0.15
42-427-32555,1371.6,1676.4,304.8,0.15
42-427-32559,658.368,1560.576,902.208,0.15
42-427-32561,1085.088,1365.504,280.416,0.15
42-427-32568,1127.76,1490.472,362.712,0.15
42-427-32581,1759.6104,1759.6104,0,0.15
42-427-32587,1159.764,1705.0512,545.2872,0.15
42-427-32588,1073.8104,1653.8448,580.0344,0.15
42-427-32605,1278.636,1773.936,495.3,0.15
42-427-32607,1075.0296,1395.984,320.9544,0.15
42-427-32609,1066.8,1767.84,701.04,0.15
42-427-32612,762,1203.96,441.96,0.15
42-427-32616,1066.8,1767.84,701.04,0.15
42-427-32629,1185.0624,2024.7864,839.724,0.15
42-427-32638,1254.8616,1376.172,121.3104,0.15
42-427-32641,1335.024,1807.464,472.44,0.15
42-427-32642,1956.816,2084.832,128.016,0.15
42-427-32644,1066.8,1798.32,731.52,0.15
42-427-32655,1092.708,1930.6032,837.8952,0.15
42-427-32658,1066.8,1767.84,701.04,0.15
42-427-32667,1066.8,1767.84,701.04,0.15
42-427-32679,701.04,1752.6,1051.56,0.15
42-427-32680,1097.28,1767.84,670.56,0.15
42-427-32681,1098.4992,1724.2536,625.7544,0.15
42-427-32685,663.2448,1743.456,1080.2112,0.15
42-427-32693,1188.72,1536.192,347.472,0.15
42-427-32706,1341.12,1965.96,624.84,0.15
42-427-32716,661.416,1738.5792,1077.1632,0.15
42-427-32729,1249.68,1743.456,493.776,0.15
42-427-32735,1310.64,1725.168,414.528,0.15
42-427-32736,1249.68,1639.824,390.144,0.15
42-427-32739,1106.424,1420.368,313.944,0.15
42-427-32740,1122.5784,1746.504,623.9256,0.15
42-427-32742,1280.16,1752.6,472.44,0.15
42-427-32745,1155.192,1761.744,606.552,0.15
42-427-32761,658.368,1705.6608,1047.2928,0.15
42-427-32793,668.4264,1669.6944,1001.268,0.15
42-427-32794,1309.116,1719.072,409.956,0.15
42-427-32804,637.032,1635.252,998.22,0.15
42-427-32805,1434.084,1851.0504,416.9664,0.15
42-427-32806,1051.56,1706.88,655.32,0.15
42-427-32812,1264.92,1770.888,505.968,0.15
42-427-32848,970.4832,1525.2192,554.736,0.15
42-427-32853,1185.672,1695.2976,509.6256,0.15
42-427-32854,1109.472,1650.492,541.02,0.15
42-427-32856,365.76,213.36,-152.4,0.15
42-427-32860,1188.72,1536.192,347.472,0.15
42-427-32862,1568.196,1648.968,80.772,0.15
42-427-32865,1078.992,1691.64,612.648,0.15
42-427-32901,1083.8688,1700.784,616.9152,0.15
42-427-32907,1219.2,1554.48,335.28,0.15
42-427-32911,621.792,1688.592,1066.8,0.15
42-427-32919,633.984,1621.536,987.552,0.15
42-427-32934,914.4,1676.4,762,0.15
42-427-32938,1071.6768,1443.228,371.5512,0.15
42-427-32945,1106.7288,1664.208,557.4792,0.15
42-427-32950,1002.792,1560.576,557.784,0.15
42-427-32982,365.76,213.36,-152.4,0.15
42-427-32996,1200.912,1372.8192,171.9072,0.15
42-427-32997,914.4,1676.4,762,0.15
42-427-33016,1088.7456,1667.256,578.5104,0.15
42-427-33018,883.92,1222.248,338.328,0.15
42-427-33020,1212.4944,1791.6144,579.12,0.15
42-427-33023,1249.68,1844.04,594.36,0.15
42-427-33025,1689.2016,2246.9856,557.784,0.15
42-427-33032,1324.0512,1600.2,276.1488,0.15
42-427-33033,1289.304,1676.4,387.096,0.15
42-427-33046,1706.88,2267.712,560.832,0.15
42-427-33051,1244.1936,1737.36,493.1664,0.15
42-427-33054,1368.552,1695.2976,326.7456,0.15
42-427-33055,1201.5216,1764.792,563.2704,0.15
42-427-33058,1040.2824,1679.448,639.1656,0.15
42-427-33063,1214.628,1423.416,208.788,0.15
42-427-33066,1287.4752,1723.9488,436.4736,0.15
42-427-33071,609.6,1678.2288,1068.6288,0.15
42-427-33072,1280.16,1674.876,394.716,0.15
42-427-33081,1130.808,1661.16,530.352,0.15
42-427-33093,1269.492,1621.536,352.044,0.15
42-427-33107,1437.132,1597.152,160.02,0.15
42-427-33126,1158.24,1587.3984,429.1584,0.15
42-427-33151,1316.736,1609.344,292.608,0.15
42-427-33172,1478.28,2484.12,1005.84,0.15
42-427-33173,1207.008,1719.072,512.064,0.15
42-427-33175,1136.2944,1473.0984,336.804,0.15
42-427-33184,1205.484,1543.812,338.328,0.15
42-427-33188,1145.7432,1470.0504,324.3072,0.15
42-427-33191,1442.3136,1716.024,273.7104,0.15
42-427-33199,1085.088,2055.5712,970.4832,0.15
42-427-33200,975.36,1374.648,399.288,0.15
42-427-33230,1344.168,1441.704,97.536,0.15
42-427-33250,1082.04,1344.168,262.128,0.15
42-427-33251,1075.944,1367.028,291.084,0.15
42-427-33264,1341.12,1840.992,499.872,0.15
42-427-33268,1024.128,1341.12,316.992,0.15
42-427-33271,1533.144,204.216,-1328.928,0.15
42-427-33273,1315.212,1975.104,659.892,0.15
42-427-33275,1190.5488,1883.9688,693.42,0.15
42-427-33281,1304.544,1463.04,158.496,0.15
42-427-33282,1286.256,1472.184,185.928,0.15
42-427-33299,1347.216,1466.088,118.872,0.15
42-427-33301,1255.776,2194.8648,939.0888,0.15
42-427-33308,1207.008,1546.86,339.852,0.15
42-427-33313,1295.4,1572.768,277.368,0.15
42-427-33314,1324.356,1647.444,323.088,0.15
42-427-33318,1116.7872,1399.9464,283.1592,0.15
42-427-33319,952.5,1371.6,419.1,0.15
42-427-33320,1378.6104,1434.084,55.4736,0.15
42-427-33340,1016.8128,1787.9568,771.144,0.15
42-427-33355,365.76,1630.68,1264.92,0.15
42-427-33369,365.76,213.36,-152.4,0.15
42-427-33399,968.0448,1437.132,469.0872,0.15
42-427-33444,1877.568,1978.152,100.584,0.15
42-427-33493,1225.6008,1385.6208,160.02,0.15
42-427-33533,1889.76,1936.0896,46.3296,0.15
42-427-33555,1575.816,1848.612,272.796,0.15
42-427-33556,1459.992,2190.9024,730.9104,0.15
42-427-33576,1944.3192,1987.296,42.9768,0.15
42-427-33597,1196.34,2043.9888,847.6488,0.15
42-427-33608,1341.7296,1794.0528,452.3232,0.15
42-427-33610,1251.204,1709.3184,458.1144,0.15
42-427-33614,746.76,1755.648,1008.888,0.15
42-427-33619,1252.728,1687.068,434.34,0.15
42-427-33638,1551.432,2026.92,475.488,0.15
42-427-33649,1210.056,1210.056,0,0.15
42-427-33653,1249.68,1731.5688,481.8888,0.15
42-427-33657,1161.288,1752.6,591.312,0.15
42-427-33658,1232.916,1728.5208,495.6048,0.15
42-427-33659,1533.144,2225.04,691.896,0.15
42-427-33660,2225.04,2225.04,0,0.15
42-427-33665,1235.0496,1731.264,496.2144,0.15
42-427-33668,1196.9496,1744.98,548.0304,0.15
42-427-33669,1270.4064,1735.2264,464.82,0.15
42-427-33673,1184.148,1721.2056,537.0576,0.15
42-427-33677,1356.36,1880.616,524.256,0.15
42-427-33678,1173.48,1687.068,513.588,0.15
42-427-33685,1244.4984,1712.976,468.4776,0.15
42-427-33694,1216.152,1795.272,579.12,0.15
42-427-33705,365.76,213.36,-152.4,0.15
42-427-33726,1156.716,1460.6016,303.8856,0.15
42-427-33729,1012.8504,1438.0464,425.196,0.15
42-427-33742,1909.2672,1972.056,62.7888,0.15
42-427-33777,1225.6008,1870.8624,645.2616,0.15
42-427-33787,1533.144,2225.04,691.896,0.15
42-427-33799,992.124,1546.5552,554.4312,0.15
42-427-33800,1028.0904,1466.6976,438.6072,0.15
42-427-33814,1930.908,1982.4192,51.5112,0.15
42-427-33818,1196.34,1924.812,728.472,0.15
42-427-33825,1386.84,1874.52,487.68,0.15
42-427-33871,1749.552,2237.232,487.68,0.15
42-427-33916,1456.944,2087.88,630.936,0.15
42-427-33927,1749.552,2237.232,487.68,0.15
42-427-33929,1450.848,2103.12,652.272,0.15
42-427-33949,1728.216,2075.688,347.472,0.15
42-427-33955,1032.3576,1615.44,583.0824,0.15
42-427-33959,1450.848,2103.12,652.272,0.15
42-427-33979,944.88,1371.6,426.72,0.15
42-427-33984,975.36,1280.16,304.8,0.15
42-427-33985,103.3272,1310.3352,1207.008,0.15
42-427-33986,1006.7544,1429.8168,423.0624,0.15
42-427-33991,1766.316,2054.352,288.036,0.15
42-427-33993,1795.272,2072.64,277.368,0.15
42-427-34004,1749.552,2216.8104,467.2584,0.15
42-427-34005,1749.552,2216.8104,467.2584,0.15
42-427-34010,1029.6144,1620.3168,590.7024,0.15
42-427-34011,1051.56,1356.36,304.8,0.15
42-427-34031,1162.5072,1957.4256,794.9184,0.15
42-427-34057,1065.8856,1406.0424,340.1568,0.15
42-427-34058,1056.132,1688.2872,632.1552,0.15
42-427-34080,1037.5392,1324.9656,287.4264,0.15
42-427-34090,1749.552,2223.8208,474.2688,0.15
42-427-34091,1750.1616,2231.136,480.9744,0.15
42-427-34123,1452.9816,1705.9656,252.984,0.15
