api_number,depth_top,depth_bot,thickness,porosity,coord_latitude,coord_longitude
42-427-31941,1100.328,1542.288,441.96,0.15,26.4886457,-98.5981795
42-427-31944,658.368,1560.576,902.208,0.15,26.4265221,-98.5629893
42-427-31945,670.56,1581.912,911.352,0.15,26.4222154,-98.558964
42-427-31946,1833.372,2124.456,291.084,0.15,26.7114715,-98.362828
42-427-31956,1310.64,2133.6,822.96,0.15,26.4260212,-98.5175899
42-427-31982,1034.4912,1150.62,116.1288,0.15,26.3151024,-98.6100713
42-427-31991,673.608,1600.2,926.592,0.15,26.4236253,-98.5546498
42-427-32006,1363.6752,2050.6944,687.0192,0.15,26.4196595,-98.5589046
42-427-32010,1271.016,2385.6696,1114.6536,0.15,26.4254114,-98.5659593
42-427-32042,1393.8504,1576.7304,182.88,0.15,26.4899397,-98.5148466
42-427-32068,670.56,1508.76,838.2,0.15,26.4220859,-98.5576072
42-427-32073,1249.68,1569.72,320.04,0.15,26.4222795,-98.5546849
42-427-32074,1188.72,1539.24,350.52,0.15,26.4288717,-98.5269279
42-427-32099,1828.8,1919.6304,90.8304,0.15,26.7084667,-98.3965803
42-427-32103,1438.656,2005.584,566.928,0.15,26.4917902,-98.5029391
42-427-32133,1478.28,1478.28,0,0.15,26.5528056,-98.6091855
42-427-32137,1152.144,1522.476,370.332,0.15,26.4560183,-98.5769872
42-427-32140,1188.72,1542.288,353.568,0.15,26.4288117,-98.5304629
42-427-32146,1260.348,1461.516,201.168,0.15,26.4920623,-98.5538606
42-427-32160,1544.7264,1949.196,404.4696,0.15,26.5322744,-98.5070758
42-427-32165,1418.844,1877.568,458.724,0.15,26.5191513,-98.627657
42-427-32179,1460.6016,1937.3088,476.7072,0.15,26.5280088,-98.623968
42-427-32198,1237.488,2234.184,996.696,0.15,26.7673995,-98.4661729
42-427-32216,1089.66,1679.7528,590.0928,0.15,26.5227514,-98.6135953
42-427-32227,1319.784,1892.808,573.024,0.15,26.5557983,-98.6280002
42-427-32252,896.112,1483.1568,587.0448,0.15,26.5825255,-98.5941613
42-427-32257,1219.2,1935.48,716.28,0.15,26.7412444,-98.4597244
42-427-32262,1555.6992,1955.292,399.5928,0.15,26.7097299,-98.5006848
42-427-32265,746.76,1432.56,685.8,0.15,26.5706193,-98.5911171
42-427-32269,661.416,1467.612,806.196,0.15,26.4225206,-98.5632517
42-427-32272,201.168,1517.904,1316.736,0.15,26.4811657,-98.6384618
42-427-32280,870.8136,1524.3048,653.4912,0.15,26.4439932,-98.6234237
42-427-32282,885.444,1508.76,623.316,0.15,26.5849925,-98.5956316
42-427-32292,1112.52,1767.84,655.32,0.15,26.4311312,-98.6386844
42-427-32294,1222.248,1959.864,737.616,0.15,26.7415031,-98.4623526
42-427-32295,1167.384,1801.368,633.984,0.15,26.5701921,-98.5907061
42-427-32311,870.5088,1486.8144,616.3056,0.15,26.4471292,-98.6234722
42-427-32331,917.1432,1399.9464,482.8032,0.15,26.5760303,-98.5753313
42-427-32341,1143,1554.48,411.48,0.15,26.4571284,-98.5873787
42-427-32346,1369.7712,2011.68,641.9088,0.15,26.4149553,-98.5560297
42-427-32354,1115.568,1642.872,527.304,0.15,26.4603027,-98.6001755
42-427-32357,1109.472,1606.296,496.824,0.15,26.4555667,-98.6004665
42-427-32360,1188.72,1524,335.28,0.15,26.4231597,-98.5574238
42-427-32363,1133.856,1661.16,527.304,0.15,26.4578915,-98.5926113
42-427-32365,1165.2504,1395.984,230.7336,0.15,26.573154,-98.5773721
42-427-32371,1094.232,1609.344,515.112,0.15,26.4484563,-98.6017163
42-427-32378,1194.816,1673.352,478.536,0.15,26.4566274,-98.584393
42-427-32382,1139.952,1668.78,528.828,0.15,26.4568804,-98.5870441
42-427-32384,1289.304,1740.408,451.104,0.15,26.4341022,-98.5343288
42-427-32385,1255.776,1645.92,390.144,0.15,26.5132545,-98.6187385
42-427-32391,1124.712,1688.592,563.88,0.15,26.4583543,-98.596331
42-427-32395,1103.376,1629.156,525.78,0.15,26.4525015,-98.6009386
42-427-32398,1234.44,1859.28,624.84,0.15,26.4551949,-98.6143012
42-427-32399,1232.6112,1676.4,443.7888,0.15,26.4636277,-98.6128263
42-427-32405,1158.24,1521.5616,363.3216,0.15,26.4621328,-98.5838696
42-427-32411,1157.3256,1764.792,607.4664,0.15,26.462507,-98.5876093
42-427-32412,1295.4,1737.36,441.96,0.15,26.4297294,-98.5270749
42-427-32413,1281.684,1747.1136,465.4296,0.15,26.4284524,-98.5355198
42-427-32420,1137.5136,1112.2152,-25.2984,0.15,26.4419985,-98.6252764
42-427-32422,1100.328,1417.32,316.992,0.15,26.4620971,-98.604584
42-427-32424,1097.28,1680.972,583.692,0.15,26.4538333,-98.6053334
42-427-32430,1149.096,1592.58,443.484,0.15,26.4590223,-98.5808778
42-427-32432,1313.688,1548.384,234.696,0.15,26.4264307,-98.5202891
42-427-32433,1234.44,1466.3928,231.9528,0.15,26.4974952,-98.5483848
42-427-32437,1310.64,1874.52,563.88,0.15,26.5442427,-98.5428179
42-427-32446,1139.952,1627.9368,487.9848,0.15,26.4639348,-98.5966642
42-427-32448,1278.636,1786.128,507.492,0.15,26.40111,-98.5218696
42-427-32457,1150.62,1505.712,355.092,0.15,26.4593288,-98.5837047
42-427-32458,1143,1554.48,411.48,0.15,26.4598504,-98.5868725
42-427-32465,1295.4,1719.6816,424.2816,0.15,26.4468525,-98.5905393
42-427-32468,1358.1888,1527.048,168.8592,0.15,26.5480767,-98.542337
42-427-32475,1136.904,1630.68,493.776,0.15,26.4613534,-98.59652
42-427-32479,1097.28,1676.4,579.12,0.15,26.4485814,-98.6074168
42-427-32484,979.932,1645.92,665.988,0.15,26.5822387,-98.5652062
42-427-32486,1103.376,1621.536,518.16,0.15,26.4378597,-98.6245925
42-427-32490,1126.236,1664.5128,538.2768,0.15,26.4679954,-98.5972471
42-427-32491,1234.44,1621.536,387.096,0.15,26.4242905,-98.5532813
42-427-32495,1278.636,1786.128,507.492,0.15,26.4006676,-98.5256728
42-427-32500,1304.544,1714.5,409.956,0.15,26.4426566,-98.5919873
42-427-32506,1074.42,1600.2,525.78,0.15,26.4456441,-98.6264703
42-427-32510,1155.192,1722.12,566.928,0.15,26.4645988,-98.5925175
42-427-32519,1114.044,1408.176,294.132,0.15,26.4461629,-98.5862445
42-427-32523,1064.3616,1623.3648,559.0032,0.15,26.4760891,-98.6097148
42-427-32525,640.08,1463.04,822.96,0.15,26.4957361,-98.6319248
42-427-32527,1121.3592,1424.6352,303.276,0.15,26.4454325,-98.5806897
42-427-32528,1106.424,1405.7376,299.3136,0.15,26.4421962,-98.5863819
42-427-32529,1054.608,1280.16,225.552,0.15,26.4365557,-98.6233471
42-427-32533,1411.224,1766.316,355.092,0.15,26.5030943,-98.5073835
42-427-32543,1249.68,1889.76,640.08,0.15,26.4824622,-98.5707801
42-427-32549,1121.3592,1424.6352,303.276,0.15,26.4388623,-98.5784016
42-427-32555,1371.6,1676.4,304.8,0.15,26.5439941,-98.5447415
42-427-32559,658.368,1560.576,902.208,0.15,26.424859,-98.5555725
42-427-32561,1085.088,1365.504,280.416,0.15,26.4329164,-98.5961668
42-427-32568,1127.76,1490.472,362.712,0.15,26.4786814,-98.5971784
42-427-32581,1759.6104,1759.6104,0,0.15,26.6117244,-98.4453805
42-427-32587,1159.764,1705.0512,545.2872,0.15,26.5680061,-98.5799331
42-427-32588,1073.8104,1653.8448,580.0344,0.15,26.4673389,-98.6094058
42-427-32605,1278.636,1773.936,495.3,0.15,26.3981241,-98.5227022
42-427-32607,1075.0296,1395.984,320.9544,0.15,26.473119,-98.6183565
42-427-32609,1066.8,1767.84,701.04,0.15,26.7124891,-98.3891697
42-427-32612,762,1203.96,441.96,0.15,26.4172013,-98.6612183
42-427-32616,1066.8,1767.84,701.04,0.15,26.7109177,-98.3891882
42-427-32629,1185.0624,2024.7864,839.724,0.15,26.4604642,-98.5717982
42-427-32638,1254.8616,1376.172,121.3104,0.15,26.431383,-98.5927649
42-427-32641,1335.024,1807.464,472.44,0.15,26.4910319,-98.5675062
42-427-32642,1956.816,2084.832,128.016,0.15,26.7483801,-98.3809046
42-427-32644,1066.8,1798.32,731.52,0.15,26.5928862,-98.5756586
42-427-32655,1092.708,1930.6032,837.8952,0.15,26.4684057,-98.6072498
42-427-32658,1066.8,1767.84,701.04,0.15,26.4630725,-98.6092202
42-427-32667,1066.8,1767.84,701.04,0.15,26.7201531,-98.3841494
42-427-32679,701.04,1752.6,1051.56,0.15,26.6151184,-98.4450984
42-427-32680,1097.28,1767.84,670.56,0.15,26.5825821,-98.5453842
42-427-32681,1098.4992,1724.2536,625.7544,0.15,26.4660964,-98.6047107
42-427-32685,663.2448,1743.456,1080.2112,0.15,26.4569741,-98.4910514
42-427-32693,1188.72,1536.192,347.472,0.15,26.43017,-98.5291569
42-427-32706,1341.12,1965.96,624.84,0.15,26.5542532,-98.5320121
42-427-32716,661.416,1738.5792,1077.1632,0.15,26.4566229,-98.4880276
42-427-32729,1249.68,1743.456,493.776,0.15,26.3868526,-98.5247808
42-427-32735,1310.64,1725.168,414.528,0.15,26.4332446,-98.5179387
42-427-32736,1249.68,1639.824,390.144,0.15,26.5669142,-98.5517747
42-427-32739,1106.424,1420.368,313.944,0.15,26.4795802,-98.6004245
42-427-32740,1122.5784,1746.504,623.9256,0.15,26.4726025,-98.6014919
42-427-32742,1280.16,1752.6,472.44,0.15,26.5472261,-98.536559
42-427-32745,1155.192,1761.744,606.552,0.15,26.4817596,-98.5959683
42-427-32761,658.368,1705.6608,1047.2928,0.15,26.4522098,-98.4889029
42-427-32793,668.4264,1669.6944,1001.268,0.15,26.4524412,-98.4929479
42-427-32794,1309.116,1719.072,409.956,0.15,26.4360871,-98.5194233
42-427-32804,637.032,1635.252,998.22,0.15,26.4472978,-98.4959451
42-427-32805,1434.084,1851.0504,416.9664,0.15,26.5422592,-98.4840152
42-427-32806,1051.56,1706.88,655.32,0.15,26.4256775,-98.5278988
42-427-32812,1264.92,1770.888,505.968,0.15,26.389315,-98.5208353
42-427-32848,970.4832,1525.2192,554.736,0.15,26.4542861,-98.629177
42-427-32853,1185.672,1695.2976,509.6256,0.15,26.538163,-98.5675916
42-427-32854,1109.472,1650.492,541.02,0.15,26.4830658,-98.600474
42-427-32856,365.76,213.36,-152.4,0.15,26.5990599,-98.5551411
42-427-32860,1188.72,1536.192,347.472,0.15,26.4300875,-98.5295436
42-427-32862,1568.196,1648.968,80.772,0.15,26.5124232,-98.4954809
42-427-32865,1078.992,1691.64,612.648,0.15,26.4628791,-98.6078649
42-427-32901,1083.8688,1700.784,616.9152,0.15,26.4584663,-98.6068352
42-427-32907,1219.2,1554.48,335.28,0.15,26.4318363,-98.5396007
42-427-32911,621.792,1688.592,1066.8,0.15,26.5840066,-98.5154312
42-427-32919,633.984,1621.536,987.552,0.15,26.4452365,-98.5027597
42-427-32934,914.4,1676.4,762,0.15,26.6798638,-98.4964956
42-427-32938,1071.6768,1443.228,371.5512,0.15,26.4586319,-98.6090458
42-427-32945,1106.7288,1664.208,557.4792,0.15,26.4615068,-98.6028761
42-427-32950,1002.792,1560.576,557.784,0.15,26.4578051,-98.6207261
42-427-32982,365.76,213.36,-152.4,0.15,26.6045451,-98.4368448
42-427-32996,1200.912,1372.8192,171.9072,0.15,26.5039601,-98.5896364
42-427-32997,914.4,1676.4,762,0.15,26.6757433,-98.505041
42-427-33016,1088.7456,1667.256,578.5104,0.15,26.5197439,-98.6140078
42-427-33018,883.92,1222.248,338.328,0.15,26.4584151,-98.659736
42-427-33020,1212.4944,1791.6144,579.12,0.15,26.5333693,-98.5689408
42-427-33023,1249.68,1844.04,594.36,0.15,26.4838574,-98.5538793
42-427-33025,1689.2016,2246.9856,557.784,0.15,26.5415378,-98.5346673
42-427-33032,1324.0512,1600.2,276.1488,0.15,26.4448037,-98.5036117
42-427-33033,1289.304,1676.4,387.096,0.15,26.6267585,-98.58013
42-427-33046,1706.88,2267.712,560.832,0.15,26.7245,-98.5058512
42-427-33051,1244.1936,1737.36,493.1664,0.15,26.5730571,-98.5793283
42-427-33054,1368.552,1695.2976,326.7456,0.15,26.4476339,-98.505689
42-427-33055,1201.5216,1764.792,563.2704,0.15,26.5376057,-98.5695519
42-427-33058,1040.2824,1679.448,639.1656,0.15,26.661308,-98.5179391
42-427-33063,1214.628,1423.416,208.788,0.15,26.4594224,-98.5633509
42-427-33066,1287.4752,1723.9488,436.4736,0.15,26.4710266,-98.65902
42-427-33071,609.6,1678.2288,1068.6288,0.15,26.6263969,-98.5809364
42-427-33072,1280.16,1674.876,394.716,0.15,26.625998,-98.5787191
42-427-33081,1130.808,1661.16,530.352,0.15,26.4990695,-98.5817166
42-427-33093,1269.492,1621.536,352.044,0.15,26.4720334,-98.5360774
42-427-33107,1437.132,1597.152,160.02,0.15,26.5025969,-98.5844585
42-427-33126,1158.24,1587.3984,429.1584,0.15,26.441321,-98.5047386
42-427-33151,1316.736,1609.344,292.608,0.15,26.4468018,-98.5026695
42-427-33172,1478.28,2484.12,1005.84,0.15,26.6088752,-98.4881222
42-427-33173,1207.008,1719.072,512.064,0.15,26.5398445,-98.5688348
42-427-33175,1136.2944,1473.0984,336.804,0.15,26.5015428,-98.585645
42-427-33184,1205.484,1543.812,338.328,0.15,26.530762,-98.5703534
42-427-33188,1145.7432,1470.0504,324.3072,0.15,26.4982998,-98.5862856
42-427-33191,1442.3136,1716.024,273.7104,0.15,26.4463164,-98.509207
42-427-33199,1085.088,2055.5712,970.4832,0.15,26.4425704,-98.6027503
42-427-33200,975.36,1374.648,399.288,0.15,26.4820965,-98.6474509
42-427-33230,1344.168,1441.704,97.536,0.15,26.5760337,-98.5624651
42-427-33250,1082.04,1344.168,262.128,0.15,26.4396552,-98.6009224
42-427-33251,1075.944,1367.028,291.084,0.15,26.4483561,-98.608984
42-427-33264,1341.12,1840.992,499.872,0.15,26.5741632,-98.5395102
42-427-33268,1024.128,1341.12,316.992,0.15,26.4641479,-98.6167931
42-427-33271,1533.144,204.216,-1328.928,0.15,26.580572,-98.4650135
42-427-33273,1315.212,1975.104,659.892,0.15,26.5753407,-98.5450182
42-427-33275,1190.5488,1883.9688,693.42,0.15,26.5056621,-98.5793974
42-427-33281,1304.544,1463.04,158.496,0.15,26.582473,-98.5449559
42-427-33282,1286.256,1472.184,185.928,0.15,26.5797785,-98.547529
42-427-33299,1347.216,1466.088,118.872,0.15,26.5763967,-98.5559734
42-427-33301,1255.776,2194.8648,939.0888,0.15,26.4769536,-98.5499754
42-427-33308,1207.008,1546.86,339.852,0.15,26.4821555,-98.5691866
42-427-33313,1295.4,1572.768,277.368,0.15,26.4393217,-98.5054958
42-427-33314,1324.356,1647.444,323.088,0.15,26.4508889,-98.497712
42-427-33318,1116.7872,1399.9464,283.1592,0.15,26.5210625,-98.5668117
42-427-33319,952.5,1371.6,419.1,0.15,26.5294983,-98.5943467
42-427-33320,1378.6104,1434.084,55.4736,0.15,26.493368,-98.6484824
42-427-33340,1016.8128,1787.9568,771.144,0.15,26.5675114,-98.6016768
42-427-33355,365.76,1630.68,1264.92,0.15,26.4571365,-98.5479156
42-427-33369,365.76,213.36,-152.4,0.15,26.598532,-98.5484164
42-427-33399,968.0448,1437.132,469.0872,0.15,26.4939383,-98.6542664
42-427-33444,1877.568,1978.152,100.584,0.15,26.6837764,-98.376857
42-427-33493,1225.6008,1385.6208,160.02,0.15,26.4924762,-98.6571309
42-427-33533,1889.76,1936.0896,46.3296,0.15,26.6943221,-98.3750508
42-427-33555,1575.816,1848.612,272.796,0.15,26.5366795,-98.5288756
42-427-33556,1459.992,2190.9024,730.9104,0.15,26.7228916,-98.4196286
42-427-33576,1944.3192,1987.296,42.9768,0.15,26.7102445,-98.3807489
42-427-33597,1196.34,2043.9888,847.6488,0.15,26.5089162,-98.5788416
42-427-33608,1341.7296,1794.0528,452.3232,0.15,26.66859,-98.4352401
42-427-33610,1251.204,1709.3184,458.1144,0.15,26.4297571,-98.528028
42-427-33614,746.76,1755.648,1008.888,0.15,26.4211905,-98.541564
42-427-33619,1252.728,1687.068,434.34,0.15,26.4264523,-98.5349121
42-427-33638,1551.432,2026.92,475.488,0.15,26.5425317,-98.535531
42-427-33649,1210.056,1210.056,0,0.15,26.4008038,-98.5453212
42-427-33653,1249.68,1731.5688,481.8888,0.15,26.4200759,-98.5383318
42-427-33657,1161.288,1752.6,591.312,0.15,26.3822929,-98.5544564
42-427-33658,1232.916,1728.5208,495.6048,0.15,26.3991469,-98.5371525
42-427-33659,1533.144,2225.04,691.896,0.15,26.5834395,-98.463081
42-427-33660,2225.04,2225.04,0,0.15,26.58197,-98.4899222
42-427-33665,1235.0496,1731.264,496.2144,0.15,26.406994,-98.5379969
42-427-33668,1196.9496,1744.98,548.0304,0.15,26.4009995,-98.548158
42-427-33669,1270.4064,1735.2264,464.82,0.15,26.4199713,-98.5272602
42-427-33673,1184.148,1721.2056,537.0576,0.15,26.3961745,-98.5488105
42-427-33677,1356.36,1880.616,524.256,0.15,26.6420085,-98.5358887
42-427-33678,1173.48,1687.068,513.588,0.15,26.38883,-98.5480433
42-427-33685,1244.4984,1712.976,468.4776,0.15,26.4094311,-98.5334509
42-427-33694,1216.152,1795.272,579.12,0.15,26.4105911,-98.5495276
42-427-33705,365.76,213.36,-152.4,0.15,26.5038348,-98.5869221
42-427-33726,1156.716,1460.6016,303.8856,0.15,26.5300112,-98.5759063
42-427-33729,1012.8504,1438.0464,425.196,0.15,26.4826283,-98.6226097
42-427-33742,1909.2672,1972.056,62.7888,0.15,26.6790362,-98.3812207
42-427-33777,1225.6008,1870.8624,645.2616,0.15,26.4393697,-98.582121
42-427-33787,1533.144,2225.04,691.896,0.15,26.5790972,-98.4639306
42-427-33799,992.124,1546.5552,554.4312,0.15,26.4933912,-98.6545216
42-427-33800,1028.0904,1466.6976,438.6072,0.15,26.4859527,-98.62205
42-427-33814,1930.908,1982.4192,51.5112,0.15,26.6825268,-98.3741147
42-427-33818,1196.34,1924.812,728.472,0.15,26.5213009,-98.5761922
42-427-33825,1386.84,1874.52,487.68,0.15,26.5640065,-98.5707716
42-427-33871,1749.552,2237.232,487.68,0.15,26.6016284,-98.491651
42-427-33916,1456.944,2087.88,630.936,0.15,26.5927778,-98.4798028
42-427-33927,1749.552,2237.232,487.68,0.15,26.5917232,-98.4865567
42-427-33929,1450.848,2103.12,652.272,0.15,26.5937535,-98.4828413
42-427-33949,1728.216,2075.688,347.472,0.15,26.717905,-98.3948009
42-427-33955,1032.3576,1615.44,583.0824,0.15,26.4881173,-98.6235014
42-427-33959,1450.848,2103.12,652.272,0.15,26.5965618,-98.4800707
42-427-33979,944.88,1371.6,426.72,0.15,26.5310582,-98.5919172
42-427-33984,975.36,1280.16,304.8,0.15,26.4747643,-98.6222712
42-427-33985,103.3272,1310.3352,1207.008,0.15,26.4912901,-98.6225139
42-427-33986,1006.7544,1429.8168,423.0624,0.15,26.4678562,-98.6236258
42-427-33991,1766.316,2054.352,288.036,0.15,26.7219081,-98.3803266
42-427-33993,1795.272,2072.64,277.368,0.15,26.7238055,-98.377341
42-427-34004,1749.552,2216.8104,467.2584,0.15,26.5855278,-98.4838247
42-427-34005,1749.552,2216.8104,467.2584,0.15,26.5795551,-98.4873691
42-427-34010,1029.6144,1620.3168,590.7024,0.15,26.4853243,-98.6244828
42-427-34011,1051.56,1356.36,304.8,0.15,26.4998011,-98.6199454
42-427-34031,1162.5072,1957.4256,794.9184,0.15,26.6650921,-98.4790481
42-427-34057,1065.8856,1406.0424,340.1568,0.15,26.4695932,-98.6067853
42-427-34058,1056.132,1688.2872,632.1552,0.15,26.4679891,-98.6129285
42-427-34080,1037.5392,1324.9656,287.4264,0.15,26.4705174,-98.6149865
42-427-34090,1749.552,2223.8208,474.2688,0.15,26.5813104,-98.4875923
42-427-34091,1750.1616,2231.136,480.9744,0.15,26.5821329,-98.4858694
42-427-34123,1452.9816,1705.9656,252.984,0.15,26.5207051,-98.4870424
42-427-34128,1947.672,2173.224,225.552,0.15,26.7261548,-98.3758963
42-427-34129,1802.892,2354.58,551.688,0.15,26.7245936,-98.3746521
42-427-34151,394.4112,720.2424,325.8312,0.15,26.3665701,-98.7102404
42-427-34216,1311.8592,2225.04,913.1808,0.15,26.4340386,-98.5731657
42-427-34236,1040.892,1532.2296,491.3376,0.15,26.6036748,-98.534958
42-427-34244,1072.5912,1651.7112,579.12,0.15,26.4722968,-98.6104638
42-427-34246,1005.84,1463.04,457.2,0.15,26.5018324,-98.6046092
42-427-34247,1055.2176,1792.224,737.0064,0.15,26.4702195,-98.6127492
42-427-34252,1743.456,2206.1424,462.6864,0.15,26.5798088,-98.4911592
42-427-34271,1554.48,2767.584,1213.104,0.15,26.5969972,-98.4548695
42-427-34283,365.76,213.36,-152.4,0.15,26.5754105,-98.4581244
42-427-34340,1234.44,1621.536,387.096,0.15,26.4248065,-98.5522445
42-427-34356,1554.48,2008.632,454.152,0.15,26.5932746,-98.4564925
42-427-34368,1562.1,1975.104,413.004,0.15,26.5998683,-98.4528092
42-427-34373,1112.52,1676.4,563.88,0.15,26.4763119,-98.6124004
42-427-34391,1557.528,2036.064,478.536,0.15,26.57147,-98.4572916
42-427-34445,1386.84,2089.7088,702.8688,0.15,26.6624299,-98.4700323
42-427-34484,944.88,1049.4264,104.5464,0.15,26.5142205,-98.6540018
42-427-34497,883.92,1049.1216,165.2016,0.15,26.5173262,-98.655742
42-427-34515,563.88,1203.96,640.08,0.15,26.4140178,-98.6541271
42-427-34527,883.92,1222.248,338.328,0.15,26.4513413,-98.6619434
42-427-34528,944.88,1127.76,182.88,0.15,26.5190658,-98.6539793
42-427-34532,944.88,1127.76,182.88,0.15,26.5151894,-98.656758
42-427-34590,1216.152,1821.18,605.028,0.15,26.4100999,-98.5476945
42-427-34595,1115.8728,1670.304,554.4312,0.15,26.4822841,-98.5990181
42-427-34612,1028.0904,1549.2984,521.208,0.15,26.4699042,-98.6163514
42-427-34625,1263.396,1734.312,470.916,0.15,26.4249695,-98.5264695
42-427-34645,1128.0648,1572.768,444.7032,0.15,26.630913,-98.5375977
42-427-34646,1170.432,1645.92,475.488,0.15,26.6693123,-98.5126076
42-427-34652,336.1944,509.016,172.8216,0.15,26.4346667,-98.766
42-427-34655,914.4,1057.656,143.256,0.15,26.5349306,-98.6458431
42-427-34662,1681.2768,1761.4392,80.1624,0.15,26.71451,-98.480694
42-427-34665,609.6,2690.7744,2081.1744,0.15,26.4949062,-98.5055155
42-427-34666,1228.0392,1680.3624,452.3232,0.15,26.6972297,-98.4748256
42-427-34671,1066.8,1737.36,670.56,0.15,26.5847042,-98.4779437
42-427-34673,1167.384,1641.9576,474.5736,0.15,26.6693228,-98.5124962
42-427-34678,609.6,2692.6032,2083.0032,0.15,26.4687473,-98.5569169
42-427-34680,1569.72,1885.7976,316.0776,0.15,26.5247175,-98.575169
42-427-34684,957.072,1659.9408,702.8688,0.15,26.6567631,-98.4982517
42-427-34687,1569.72,1889.76,320.04,0.15,26.5232565,-98.5760218
42-427-34690,780.288,1347.216,566.928,0.15,26.4657579,-98.6539961
42-427-34691,1241.1456,1684.02,442.8744,0.15,26.7011906,-98.474724
42-427-34692,1226.5152,1749.8568,523.3416,0.15,26.7113887,-98.4818398
42-427-34695,1508.76,1798.32,289.56,0.15,26.5204444,-98.5771389
42-427-34697,959.5104,1694.688,735.1776,0.15,26.6531424,-98.4974579
42-427-34698,1158.24,1691.64,533.4,0.15,26.6619801,-98.4975779
42-427-34699,853.44,295.656,-557.784,0.15,26.345004,-98.6125925
42-427-34701,1063.1424,1376.172,313.0296,0.15,26.4365053,-98.5941616
42-427-34708,1248.4608,1691.9448,443.484,0.15,26.7046474,-98.4738808
42-427-34712,1461.2112,2438.0952,976.884,0.15,26.4856283,-98.4786619
42-427-34716,609.6,2468.88,1859.28,0.15,26.5265412,-98.4809561
42-427-34722,1569.72,1885.7976,316.0776,0.15,26.5005769,-98.5834851
42-427-34725,1505.712,1557.528,51.816,0.15,26.5266944,-98.5735278
42-427-34736,1118.616,1731.264,612.648,0.15,26.7054835,-98.4819607
42-427-34737,1078.992,1730.9592,651.9672,0.15,26.6956725,-98.4801919
42-427-34738,1119.2256,1752.6,633.3744,0.15,26.7104736,-98.4784581
42-427-34739,1085.088,1755.648,670.56,0.15,26.6996657,-98.4805457
42-427-34740,771.7536,1103.376,331.6224,0.15,26.2986048,-98.614692
42-427-34741,957.072,1673.0472,715.9752,0.15,26.6527432,-98.4940388
42-427-34742,1116.1776,1773.936,657.7584,0.15,26.7024418,-98.4814928
42-427-34743,1065.5808,1756.2576,690.6768,0.15,26.7074521,-98.4791181
42-427-34745,1298.448,1653.54,355.092,0.15,26.4248022,-98.5084595
42-427-34747,1064.3616,1752.6,688.2384,0.15,26.6964168,-98.4812208
42-427-34751,1706.88,2508.1992,801.3192,0.15,26.6896498,-98.4739513
42-427-34761,883.92,1222.248,338.328,0.15,26.4568318,-98.6608194
42-427-34762,1036.0152,1753.5144,717.4992,0.15,26.6813591,-98.492898
42-427-34764,1075.3344,1669.0848,593.7504,0.15,26.6497169,-98.5027555
42-427-34766,1073.2008,1761.744,688.5432,0.15,26.7045794,-98.4797581
42-427-34767,1051.8648,1787.652,735.7872,0.15,26.6959797,-98.4880271
42-427-34768,1085.088,1704.1368,619.0488,0.15,26.6438923,-98.50657
42-427-34770,282.8544,335.28,52.4256,0.15,26.3370114,-98.7097022
42-427-34772,1095.756,1705.356,609.6,0.15,26.6411536,-98.5093038
42-427-34773,990.6,1707.4896,716.8896,0.15,26.6586149,-98.492878
42-427-34774,771.144,834.5424,63.3984,0.15,26.3771182,-98.7036508
42-427-34775,895.1976,1502.0544,606.8568,0.15,26.611121,-98.5692038
42-427-34777,883.92,1222.248,338.328,0.15,26.4586583,-98.6629944
42-427-34779,1041.8064,1773.936,732.1296,0.15,26.6925163,-98.4992374
42-427-34781,1002.792,1751.3808,748.5888,0.15,26.6553742,-98.4726421
42-427-34782,1020.4704,1764.1824,743.712,0.15,26.6441611,-98.4902619
42-427-34783,1103.376,1411.224,307.848,0.15,26.4469617,-98.5915143
42-427-34784,1002.792,1941.2712,938.4792,0.15,26.7113804,-98.497479
42-427-34785,1295.4,1664.208,368.808,0.15,26.425298,-98.5093446
42-427-34786,1438.656,1862.328,423.672,0.15,26.5234607,-98.4840693
42-427-34789,1267.968,1498.7016,230.7336,0.15,26.556708,-98.6102941
42-427-34790,1077.468,1761.744,684.276,0.15,26.7091769,-98.4731132
42-427-34791,1078.992,1612.392,533.4,0.15,26.6196744,-98.5275333
42-427-34794,1082.04,1615.44,533.4,0.15,26.6185925,-98.5110963
42-457-00354,929.64,1277.112,347.472,0.15,30.5895028,-94.1277968
42-457-00368,925.068,1267.968,342.9,0.15,30.5910083,-94.1349839
42-457-30378,1274.9784,1490.472,215.4936,0.15,30.5877318,-94.1806669
42-457-30438,1112.52,1432.56,320.04,0.15,30.5808967,-94.5391089
42-457-30634,1112.52,1420.368,307.848,0.15,30.58001,-94.5440117
42-457-30743,968.0448,1377.696,409.6512,0.15,30.5853067,-94.2643574
42-457-30786,957.072,1292.352,335.28,0.15,30.6054278,-94.2752137
42-457-30790,835.152,1149.096,313.944,0.15,30.6466916,-94.2532885
42-457-30796,944.88,730.6056,-214.2744,0.15,30.6036972,-94.3753602
42-457-30807,888.492,1399.3368,510.8448,0.15,30.5561127,-94.291003
42-457-30812,1108.8624,1562.1,453.2376,0.15,30.558247,-94.3008591
42-457-30814,739.14,1160.3736,421.2336,0.15,30.6513539,-94.3064791
42-457-30837,787.2984,1541.3736,754.0752,0.15,30.5428883,-94.3481928
42-457-30838,787.2984,1541.3736,754.0752,0.15,30.5372466,-94.3357682
